chunker,qid,category,latency_s,f1_token,rouge_l,cit_p_khoan,cit_r_khoan,cit_f1_khoan,cit_p_doc,cit_r_doc,cit_f1_doc,refusal,pred_answer
hierarchical,RQ-001,simple_penalty,20.805180666000524,0.4278074866310161,0.449311882147703,0.0,0.0,0.0,1.0,1.0,1.0,False,"### Phạt đối với hành vi vượt đèn đỏ khi điều khiển xe mô tô, xe gắn máy

Hành vi vượt đèn đỏ (không chấp hành hiệu lệnh của đèn tín hiệu giao thông) khi điều khiển xe mô tô, xe gắn máy được quy định xử phạt như sau:

- Phạt tiền từ **6.000.000 đồng** đến **8.000.000 đồng** [Điều 7, Khoản 7, Điểm b — NĐ 168/2024/NĐ-CP].
- Ngoài việc bị phạt tiền, người điều khiển xe còn bị trừ **06 điểm** giấy phép lái xe [Điều 7, Khoản 13, Điểm c — NĐ 168/2024/NĐ-CP].
- Ngoài ra, người điều khiển xe còn bị áp d"
hierarchical,RQ-002,simple_penalty,118.3648128279965,0.49484536082474223,0.5213675213675214,0.0,0.0,0.0,1.0,1.0,1.0,False,"### Phạt đối với xe ô tô vi phạm nồng độ cồn

- Hành vi điều khiển xe ô tô trên đường mà trong máu hoặc hơi thở có nồng độ cồn vượt quá **50 miligam đến 80 miligam/100 mililít máu** hoặc vượt quá **0,25 miligam đến 0,4 miligam/1 lít khí thở**: Phạt tiền từ **18.000.000 đồng** đến **20.000.000 đồng** + trừ **04 điểm** GPLX [Điều 6, Khoản 9, Điểm a — NĐ 168/2024/NĐ-CP] [Điều 6, Khoản 16, Điểm b — NĐ 168/2024/NĐ-CP].

*Lưu ý: Tài liệu được cung cấp không quy định cụ thể mức phạt cho ""nồng độ cồn mứ"
hierarchical,RQ-003,simple_penalty,11.56270951499755,0.2310030395136778,0.2675129832660127,0.0,0.0,0.0,1.0,1.0,1.0,False,"### 1. Đối với người điều khiển xe mô tô, xe gắn máy
- Hành vi **không đội mũ bảo hiểm** hoặc đội mũ bảo hiểm **không cài quai đúng quy cách**: Phạt tiền từ **400.000 đồng** đến **600.000 đồng** [Điều 7, Khoản 2, Điểm h — NĐ 168/2024/NĐ-CP].
- Hành vi **chở người ngồi trên xe không đội mũ bảo hiểm** hoặc đội mũ bảo hiểm không cài quai đúng quy cách (trừ trường hợp chở người bệnh đi cấp cứu, trẻ em dưới 06 tuổi, áp giải người có hành vi vi phạm pháp luật): Phạt tiền từ **400.000 đồng** đến **600."
hierarchical,RQ-004,simple_penalty,8.17602795700077,0.5753424657534246,0.5855531557475401,0.0,0.0,0.0,1.0,1.0,1.0,False,"### Phạt đối với xe mô tô, xe gắn máy đi vào đường cao tốc

- Hành vi điều khiển xe mô tô, xe gắn máy, các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy đi vào đường cao tốc (trừ xe phục vụ việc quản lý, bảo trì đường cao tốc): Phạt tiền từ **4.000.000 đồng** đến **6.000.000 đồng** + trừ **06 điểm** giấy phép lái xe [Điều 7, Khoản 7, Điểm b — NĐ 168/2024/NĐ-CP] [Điều 7, Khoản 13, Điểm c — NĐ 168/2024/NĐ-CP]."
hierarchical,RQ-005,simple_penalty,8.110980630000995,0.3984375,0.3390820980615736,0.6666666666666666,1.0,0.8,0.5,1.0,0.6666666666666666,False,"### 1. Đối với xe mô tô, xe gắn máy
- Hành vi sử dụng còi trong thời gian từ **22 giờ** ngày hôm trước đến **05 giờ** ngày hôm sau trong khu đông dân cư, khu vực cơ sở khám bệnh, chữa bệnh (trừ xe ưu tiên): Phạt tiền từ **200.000 đồng** đến **400.000 đồng** [Điều 7, Khoản 1, Điểm i — NĐ 168/2024/NĐ-CP].

### 2. Đối với xe ô tô và các loại xe tương tự xe ô tô
- Hành vi sử dụng còi trong thời gian từ **22 giờ** ngày hôm trước đến **05 giờ** ngày hôm sau trong khu đông dân cư, khu vực cơ sở khám bệ"
hierarchical,RQ-006,multi_intent,32.34445310100273,0.38749999999999996,0.29494505494505496,0.0,0.0,0.0,1.0,1.0,1.0,True,"### 1. Hành vi vượt đèn đỏ
- Đối với người điều khiển xe mô tô, xe gắn máy: Phạt tiền từ **4.000.000 đồng** đến **6.000.000 đồng** [Điều 7, Khoản 7, Điểm c — NĐ 168/2024/NĐ-CP].
- Hình thức xử phạt bổ sung: Bị trừ **06 điểm** giấy phép lái xe [Điều 7, Khoản 13, Điểm c — NĐ 168/2024/NĐ-CP].

### 2. Hành vi không mang bằng lái xe
Thông tin về mức phạt cụ thể đối với hành vi không mang theo giấy phép lái xe (bằng lái) khi điều khiển xe mô tô, xe gắn máy không có trong tài liệu được cung cấp."
hierarchical,RQ-007,multi_intent,10.472276550994138,0.27237354085603116,0.2365020103388857,0.2857142857142857,1.0,0.4444444444444445,1.0,1.0,1.0,False,"### Phạt đối với xe mô tô, xe gắn máy chở 3 người và không đội mũ bảo hiểm

Hành vi vi phạm của người điều khiển xe mô tô, xe gắn máy được quy định như sau:

- **Hành vi chở theo từ 03 người trở lên trên xe**: Phạt tiền từ **600.000 đồng** đến **800.000 đồng** [Điều 7, Khoản 3, Điểm b — NĐ 168/2024/NĐ-CP].
- **Hành vi không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội không cài quai đúng quy cách**: Phạt tiền từ **400.000 đồng** đến **600.000 đồng** [Điều 7, Khoản 2, Điểm h — NĐ 168/202"
hierarchical,RQ-008,multi_intent,5.94776485300099,0.10526315789473685,0.06998087954110899,0.0,0.0,0.0,0.0,0.0,0.0,True,Thông tin này không có trong tài liệu được cung cấp.
hierarchical,RQ-009,multi_intent,11.879037771002913,0.2397260273972603,0.19619194648141,0.3333333333333333,1.0,0.5,0.5,1.0,0.6666666666666666,False,"### Quy định về độ tuổi điều khiển xe máy

- **Xe gắn máy (bao gồm xe 50cc):** Người từ đủ **16 tuổi** trở lên được phép điều khiển xe gắn máy [Điều 59, Khoản 1, Điểm a — Luật Trật tự ATGT đường bộ 2024].
- **Xe mô tô (trên 125cc):** Người từ đủ **18 tuổi** trở lên được cấp giấy phép lái xe hạng A1, A để điều khiển các loại xe mô tô [Điều 59, Khoản 1, Điểm b — Luật Trật tự ATGT đường bộ 2024].

---

### Mức phạt đối với hành vi vi phạm độ tuổi điều khiển xe

Thông tin về mức phạt tiền cụ thể cho"
hierarchical,RQ-010,multi_intent,9.311100669001462,0.16666666666666666,0.11375291375291377,0.0,0.0,0.0,1.0,1.0,1.0,False,"Dưới đây là các quy định về việc tịch thu phương tiện và tạm giữ phương tiện dựa trên tài liệu được cung cấp:

### 1. Các trường hợp bị tịch thu phương tiện
Việc tịch thu phương tiện được áp dụng đối với các hành vi vi phạm nghiêm trọng sau đây:

- **Đối với chủ phương tiện (ô tô, xe máy chuyên dùng, xe mô tô, xe gắn máy và các loại xe tương tự):**
    - Cắt, hàn, tẩy xóa, đục sửa, đóng lại trái phép số khung, số máy; đưa phương tiện đã bị can thiệp trái phép số khung, số máy tham gia giao thông"
hierarchical,RQ-011,cross_reference,27.945368599001085,0.28865979381443296,0.18373493975903613,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,False,"### Phạt đối với người điều khiển xe ô tô
- Hành vi điều khiển xe không có chứng nhận đăng ký xe (hoặc bản sao chứng nhận đăng ký xe có chứng thực kèm theo bản gốc giấy biên nhận của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài trong trường hợp tổ chức tín dụng, chi nhánh ngân hàng nước ngoài giữ bản gốc chứng nhận đăng ký xe) hoặc sử dụng chứng nhận đăng ký xe đã hết hạn sử dụng, hết hiệu lực (kể cả rơ moóc và sơ mi rơ moóc): Phạt tiền từ **2.000.000 đồng** đến **3.000.000 đồng** [Điều 13, "
hierarchical,RQ-012,cross_reference,6.6708557099991594,0.03333333333333333,0.029916625796959292,0.0,0.0,0.0,0.0,0.0,0.0,True,Thông tin này không có trong tài liệu được cung cấp.
hierarchical,RQ-013,cross_reference,7.324366180997458,0.1603053435114504,0.12294845954506191,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,False,"### Mức phạt đối với chủ phương tiện vi phạm

Hành vi quy định tại điểm h khoản 14 Điều 32 Nghị định 168/2024/NĐ-CP áp dụng đối với chủ xe ô tô, xe chở người bốn bánh có gắn động cơ, xe chở hàng bốn bánh có gắn động cơ, xe máy chuyên dùng và các loại xe tương tự xe ô tô:

- **Mức phạt tiền:**
    - Đối với cá nhân: Từ **28.000.000 đồng** đến **30.000.000 đồng** [Điều 32, Khoản 14 — NĐ 168/2024/NĐ-CP].
    - Đối với tổ chức: Từ **56.000.000 đồng** đến **60.000.000 đồng** [Điều 32, Khoản 14 — NĐ 1"
hierarchical,RQ-014,cross_reference,62.46265737200156,0.3529411764705882,0.21573828470380194,1.0,1.0,1.0,1.0,1.0,1.0,False,"### Mức phạt đối với xe ô tô, xe chở người bốn bánh có gắn động cơ, xe chở hàng bốn bánh có gắn động cơ và các loại xe tương tự xe ô tô

- Hành vi vi phạm quy định tại **điểm b khoản 9 Điều 6** (không chấp hành hiệu lệnh của đèn tín hiệu giao thông): Phạt tiền từ **18.000.000 đồng** đến **20.000.000 đồng** [Điều 6, Khoản 9, Điểm b — NĐ 168/2024/NĐ-CP]."
hierarchical,RQ-015,cross_reference,6.3660323139993125,0.42201834862385323,0.42698059179128217,1.0,1.0,1.0,1.0,1.0,1.0,False,"Khoản 2 Điều 48 Nghị định 168/2024/NĐ-CP quy định việc tạm giữ phương tiện, giấy tờ có liên quan đến người điều khiển và phương tiện vi phạm được thực hiện theo quy định tại điểm a, điểm c khoản 1; khoản 2; khoản 6; khoản 7; khoản 8 **Điều 125 của Luật Xử lý vi phạm hành chính** [Điều 48, Khoản 2 — NĐ 168/2024/NĐ-CP]."
hierarchical,RQ-016,procedure,7.683709575001558,0.5256797583081572,0.5140266666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,False,"### Nội dung sát hạch lý thuyết cấp giấy phép lái xe

Các nội dung sát hạch lý thuyết bao gồm:

- **Các quy định chung:** Các câu hỏi liên quan đến quy định của pháp luật về trật tự, an toàn giao thông đường bộ và kỹ thuật lái xe [Điều 4, Khoản 1, Điểm a — Thông tư 12/2025/TT-BCA] [Điều 17, Khoản 1, Điểm a — Thông tư 35/2024/TT-BGTVT].
- **Cấu tạo và sửa chữa:** Nội dung liên quan đến cấu tạo và sửa chữa thông thường (áp dụng đối với hạng B1 và hạng B trở lên) [Điều 4, Khoản 1, Điểm a — Thông tư"
hierarchical,RQ-017,procedure,7.649217006997787,0.2032520325203252,0.2085146053449347,0.0,0.0,0.0,0.0,0.0,0.0,False,"Thủ tục phục hồi điểm giấy phép lái xe được quy định tại Điều 51 Nghị định 168/2024/NĐ-CP, tùy thuộc vào tình trạng điểm của giấy phép lái xe như sau:

### 1. Trường hợp giấy phép lái xe chưa bị trừ hết điểm
- **Điều kiện:** Không bị trừ điểm trong thời hạn **12 tháng** kể từ ngày bị trừ điểm gần nhất [Điều 51, Khoản 2 — NĐ 168/2024/NĐ-CP].
- **Quy trình:**
    - Khi đủ thời hạn **12 tháng**, dữ liệu điểm sẽ được tự động phục hồi đủ **12 điểm** (bao gồm cả trường hợp giấy phép đang trong thời hạ"
hierarchical,RQ-018,procedure,7.445862288994249,0.11578947368421054,0.09318667888787045,0.0,0.0,0.0,0.25,1.0,0.4,True,"Để được cấp Giấy phép lái xe (GPLX) hạng C, người học cần đáp ứng các điều kiện sau:

### 1. Điều kiện chung đối với người học lái xe
- Là công dân Việt Nam, người nước ngoài được phép cư trú hoặc đang làm việc, học tập tại Việt Nam [Điều 7, Khoản 1 — Thông tư 12/2017/TT-BGTVT].
- Đủ tuổi (tính đến ngày dự sát hạch), sức khỏe và trình độ văn hóa theo quy định [Điều 7, Khoản 2 — Thông tư 12/2017/TT-BGTVT].

### 2. Điều kiện về sức khỏe
- Phải đáp ứng tiêu chuẩn sức khỏe Nhóm 3 (áp dụng cho hạng C"
