variant,qid,category,latency_s,f1_token,rouge_l,cit_p,cit_r,cit_f1,refusal,pred_answer
P0_zero_shot,RQ-001,simple_penalty,8.505148158001248,0.29357798165137616,0.1953151331311089,0.0,0.0,0.0,False,"Dựa trên các nguồn dữ liệu được cung cấp, mức phạt đối với hành vi vượt đèn đỏ khi điều khiển xe máy được quy định như sau:

*   **Mức phạt:** Phạt tiền từ **4.000.000 đồng đến 6.000.000 đồng**.
*   **Căn cứ:** Khoản 6, Điều 13, Nghị định 81/2026/NĐ-CP (Xử phạt vi phạm hành chính lĩnh vực giao thông đường sắt).
*   **Đối tượng áp dụng:** Người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vượt đường ngang, cầu chung khi đèn "
P0_zero_shot,RQ-002,simple_penalty,8.756522642994241,0.47,0.3995397415471765,0.0,0.0,0.0,False,"Dựa trên các nguồn dữ liệu được cung cấp, mức phạt đối với người điều khiển xe ô tô vi phạm quy định về nồng độ cồn được quy định tại Nghị định 168/2024/NĐ-CP như sau:

*   **Mức phạt tiền từ 18.000.000 đồng đến 20.000.000 đồng** đối với người điều khiển xe ô tô trên đường mà trong máu hoặc hơi thở có nồng độ cồn vượt quá 50 miligam đến 80 miligam/100 mililít máu hoặc vượt quá 0,25 miligam đến 0,4 miligam/1 lít khí thở (quy định tại **Điều 6, Khoản 9, Điểm a**).

*Lưu ý: Ngữ cảnh không cung cấp "
P0_zero_shot,RQ-003,simple_penalty,7.773838281995268,0.2756183745583039,0.31656686626746505,0.0,0.0,0.0,False,"Dựa trên Nghị định 168/2024/NĐ-CP, mức phạt đối với hành vi không đội mũ bảo hiểm được quy định cụ thể như sau:

1. **Đối với người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự:**
   - Phạt tiền từ **400.000 đồng đến 600.000 đồng** đối với hành vi không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội “mũ bảo hiểm cho người đi mô tô, xe máy” không cài quai đúng quy cách khi điều khiển xe tham gia giao thông (Điều 7, Khoản 2, Điểm h).

2. **Đối với người được chở trên xe mô tô, xe"
P0_zero_shot,RQ-004,simple_penalty,9.051885954999307,0.5396825396825398,0.5156803926915734,0.0,0.0,0.0,False,"Căn cứ theo Nghị định 168/2024/NĐ-CP, mức phạt đối với người điều khiển xe mô tô, xe gắn máy (và các loại xe tương tự) đi vào đường cao tốc được quy định như sau:

*   **Mức phạt tiền:** Từ **4.000.000 đồng đến 6.000.000 đồng** (theo Điều 7, Khoản 7, Điểm b).
*   **Hình thức xử phạt bổ sung:** Bị trừ **02 điểm** giấy phép lái xe (theo Điều 7, Khoản 13, Điểm a)."
P0_zero_shot,RQ-005,simple_penalty,105.9241036300009,0.47441860465116276,0.38691370388916707,0.0,0.0,0.0,False,"Dựa trên các quy định tại Nghị định 168/2024/NĐ-CP, mức phạt đối với hành vi sử dụng còi trong thời gian từ 22 giờ ngày hôm trước đến 05 giờ ngày hôm sau trong khu đông dân cư, khu vực cơ sở khám bệnh, chữa bệnh (trừ xe ưu tiên) như sau:

1. **Đối với người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự:**
   - Mức phạt tiền: **từ 200.000 đồng đến 400.000 đồng**.
   - Căn cứ: Điểm i Khoản 1 Điều 7 Nghị định 168/2024/NĐ-CP.

2. **Đối với người điều khiển xe ô tô, xe chở người bốn bánh có"
P0_zero_shot,RQ-006,multi_intent,129.5702003539991,0.2992125984251969,0.26521739130434785,0.0,0.0,0.0,False,"Dựa trên các nguồn dữ liệu được cung cấp, mức xử phạt đối với các hành vi vi phạm của người điều khiển xe mô tô, xe gắn máy được quy định như sau:

1. **Hành vi không chấp hành hiệu lệnh của đèn tín hiệu giao thông (vượt đèn đỏ):**
   - Theo Điểm c Khoản 7 Điều 7 Nghị định 168/2024/NĐ-CP, người điều khiển xe mô tô, xe gắn máy vi phạm hành vi này bị phạt tiền từ **4.000.000 đồng đến 6.000.000 đồng**.

2. **Hành vi không mang giấy phép lái xe (bằng lái):**
   - Trong các văn bản được cung cấp (Ngh"
P0_zero_shot,RQ-007,multi_intent,8.92430854000122,0.3377777777777778,0.2573004542504867,0.6666666666666666,1.0,0.8,False,"Dựa trên các quy định tại Nghị định 168/2024/NĐ-CP, mức xử phạt đối với người điều khiển xe mô tô, xe gắn máy thực hiện các hành vi vi phạm nêu trên như sau:

1. **Hành vi chở theo từ 03 người trở lên trên xe:**
   - Phạt tiền từ **600.000 đồng đến 800.000 đồng** (theo Điều 7, Khoản 3, Điểm b).

2. **Hành vi không đội mũ bảo hiểm hoặc đội mũ bảo hiểm không cài quai đúng quy cách:**
   - Đối với người điều khiển xe: Phạt tiền từ **400.000 đồng đến 600.000 đồng** (theo Điều 7, Khoản 2, Điểm h).
  "
P0_zero_shot,RQ-008,multi_intent,6.874932600003376,0.363013698630137,0.24354335620711168,0.0,0.0,0.0,False,"Dựa trên các nguồn tài liệu được cung cấp, quy định về việc đổi, cấp lại giấy phép lái xe (GPLX) hạng B1 và B2 theo Luật Trật tự, an toàn giao thông đường bộ 2024 như sau:

**1. Đối với GPLX hạng B1:**
*   **GPLX hạng B1 số tự động:** Được đổi, cấp lại sang GPLX hạng B với điều kiện hạn chế là chỉ được điều khiển xe ô tô số tự động (Điểm đ, Khoản 3, Điều 89).
*   **GPLX hạng B1:** Được đổi, cấp lại sang GPLX hạng B hoặc hạng C1 và chứng chỉ điều khiển xe máy chuyên dùng cho người điều khiển máy "
P0_zero_shot,RQ-009,multi_intent,6.796434459000011,0.18313253012048195,0.16869469026548675,0.0,0.0,0.0,False,"Dựa trên các nguồn thông tin được cung cấp, quy định về độ tuổi và mức xử phạt đối với người điều khiển xe máy như sau:

**1. Quy định về độ tuổi:**
*   **Người đủ 16 tuổi trở lên:** Được điều khiển xe gắn máy (theo Điều 59, Khoản 1, điểm a Luật Trật tự ATGT đường bộ 2024).
*   **Người đủ 18 tuổi trở lên:** Được cấp giấy phép lái xe hạng A1 (cấp cho người lái xe mô tô hai bánh có dung tích xi-lanh đến 125 cm³ hoặc có công suất động cơ điện đến 11 kW) (theo Điều 59, Khoản 1, điểm b Luật Trật tự A"
P0_zero_shot,RQ-010,multi_intent,10.2949593059966,0.15142857142857144,0.09741189427312776,0.0,0.0,0.0,False,"Dựa trên các văn bản được cung cấp, việc xử lý phương tiện vi phạm được quy định như sau:

### 1. Các trường hợp bị tịch thu phương tiện
Việc tịch thu phương tiện được áp dụng đối với các hành vi vi phạm nghiêm trọng hoặc không chứng minh được nguồn gốc hợp pháp của xe:

*   **Đối với chủ xe (ô tô, xe máy chuyên dùng, xe mô tô, xe gắn máy và các loại xe tương tự):**
    *   Cắt, hàn, tẩy xóa, đục sửa, đóng lại trái phép số khung, số máy; đưa phương tiện đã bị cắt, hàn, tẩy xóa, đục sửa, đóng lại"
