chunker,qid,category,latency_s,f1_token,rouge_l,cit_p_khoan,cit_r_khoan,cit_f1_khoan,cit_p_doc,cit_r_doc,cit_f1_doc,refusal,pred_answer
hierarchical,RQ-001,simple_penalty,3.579499597999529,0.5714285714285714,0.5015225334957369,0.0,0.0,0.0,1.0,1.0,1.0,False,"### Phạt đối với xe mô tô, xe gắn máy
- Hành vi **không chấp hành hiệu lệnh của đèn tín hiệu giao thông** (vượt đèn đỏ): Phạt tiền từ **4.000.000 đồng** đến **6.000.000 đồng** [Điều 7, Khoản 7, Điểm c — NĐ 168/2024/NĐ-CP].

*Lưu ý: Tài liệu được cung cấp không quy định số điểm trừ GPLX cụ thể cho hành vi này.*"
hierarchical,RQ-002,simple_penalty,14.115037374000167,0.7027027027027027,0.715336859048057,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,False,"### Phạt đối với người điều khiển xe ô tô vi phạm nồng độ cồn

- Hành vi điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn nhưng chưa vượt quá **50 miligam/100 mililít máu** hoặc chưa vượt quá **0,25 miligam/1 lít khí thở**: Phạt tiền từ **6.000.000 đồng** đến **8.000.000 đồng** + trừ **04 điểm** GPLX [Điều 6, Khoản 6, Điểm c — NĐ 168/2024/NĐ-CP] [Điều 6, Khoản 16, Điểm b — NĐ 168/2024/NĐ-CP]."
hierarchical,RQ-003,simple_penalty,2.96892180299983,0.2222222222222222,0.25816603364080304,0.25,1.0,0.4,1.0,1.0,1.0,True,"### 1. Đối với người điều khiển xe mô tô, xe gắn máy
- Hành vi không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội mũ bảo hiểm không cài quai đúng quy cách khi điều khiển xe tham gia giao thông: Phạt tiền từ **600.000 đồng** đến **800.000 đồng** [Điều 7, Khoản 2, Điểm h — NĐ 168/2024/NĐ-CP] [Điều 7, Khoản 3 — NĐ 168/2024/NĐ-CP].

### 2. Đối với người được chở trên xe mô tô, xe gắn máy
- Hành vi không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội mũ bảo hiểm không cài quai đúng qu"
hierarchical,RQ-004,simple_penalty,5.406950722999682,0.6290322580645161,0.6239977882222837,0.0,0.0,0.0,1.0,1.0,1.0,False,"### Phạt đối với người điều khiển xe mô tô, xe gắn máy đi vào đường cao tốc

- Hành vi **điều khiển xe đi vào đường cao tốc** (trừ xe phục vụ việc quản lý, bảo trì đường cao tốc): Phạt tiền từ **4.000.000 đồng** đến **6.000.000 đồng** + trừ **06 điểm** GPLX [Điều 7, Khoản 7, Điểm b — NĐ 168/2024/NĐ-CP] [Điều 7, Khoản 13, Điểm c — NĐ 168/2024/NĐ-CP]."
hierarchical,RQ-005,simple_penalty,45.376942322000104,0.4152542372881356,0.36510128913443823,0.4,1.0,0.5714285714285715,1.0,1.0,1.0,False,"### Phạt đối với xe ô tô
- Hành vi sử dụng còi trong thời gian từ **22 giờ** ngày hôm trước đến **05 giờ** ngày hôm sau trong khu đông dân cư, khu vực cơ sở khám bệnh, chữa bệnh (trừ xe ưu tiên): Phạt tiền từ **400.000 đồng** đến **600.000 đồng** [Điều 6, Khoản 1, Điểm đ — NĐ 168/2024/NĐ-CP].
- Hành vi này không bị trừ điểm giấy phép lái xe [Điều 6, Khoản 16 — NĐ 168/2024/NĐ-CP].

### Phạt đối với xe mô tô, xe gắn máy
- Hành vi sử dụng còi trong thời gian từ **22 giờ** ngày hôm trước đến **05 gi"
hierarchical,RQ-006,multi_intent,31.736961614000393,0.032786885245901634,0.029397590361445784,0.0,0.0,0.0,0.0,0.0,0.0,True,Thông tin này không có trong tài liệu được cung cấp.
hierarchical,RQ-007,multi_intent,5.806200562999948,0.16326530612244897,0.16519972918077183,0.5,0.5,0.5,1.0,1.0,1.0,False,"### Phạt đối với xe mô tô, xe gắn máy chở quá số người và không đội mũ bảo hiểm

- **Hành vi chở quá số người quy định:**
    - Người lái xe mô tô hai bánh, xe gắn máy chỉ được chở một người, trừ các trường hợp được chở tối đa hai người (chở người bệnh đi cấp cứu, áp giải người vi phạm, trẻ em dưới 12 tuổi, người già yếu hoặc người khuyết tật) [Điều 33, Khoản 1 — Luật Trật tự ATGT đường bộ 2024 (36/2024/QH15)].
    - Hành vi chở quá số người quy định thuộc nhóm hành vi được Công an cấp xã xử lý "
hierarchical,RQ-008,multi_intent,6.196529748000103,0.22362869198312235,0.20389972144846794,0.0,0.0,0.0,1.0,1.0,1.0,False,"### Thay đổi đối với Giấy phép lái xe (GPLX) hạng B1 và B2 theo Luật Trật tự ATGT đường bộ 2024

Theo quy định chuyển tiếp của Luật Trật tự ATGT đường bộ 2024, các GPLX hạng B1 và B2 được cấp trước ngày Luật có hiệu lực thi hành được xử lý như sau:

- **GPLX hạng B1 số tự động:** Được đổi, cấp lại sang GPLX hạng B với điều kiện hạn chế là chỉ được điều khiển xe ô tô số tự động [Điều 89, Khoản 3, Điểm đ — Luật Trật tự ATGT đường bộ 2024].
- **GPLX hạng B1:** Được đổi, cấp lại sang GPLX hạng B hoặ"
hierarchical,RQ-009,multi_intent,4.234263362999627,0.3153153153153153,0.29370745475676574,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,False,"### Quy định về độ tuổi điều khiển xe máy

- **Đối với xe gắn máy (bao gồm xe 50cc):** Người từ đủ **16 tuổi** trở lên được phép điều khiển xe gắn máy [Điều 59, Khoản 1, Điểm a — Luật Trật tự ATGT đường bộ 2024].
- **Đối với xe mô tô (bao gồm xe trên 125cc):** Người từ đủ **18 tuổi** trở lên được cấp giấy phép lái xe hạng A1 (cấp cho xe mô tô hai bánh có dung tích xi-lanh đến 125 cm³ hoặc công suất động cơ điện đến 11 kW) và hạng A [Điều 59, Khoản 1, Điểm b — Luật Trật tự ATGT đường bộ 2024] [Đi"
hierarchical,RQ-010,multi_intent,52.78168964700126,0.16413373860182368,0.12478082992402106,0.0,0.0,0.0,1.0,1.0,1.0,False,"### 1. Các trường hợp bị tịch thu phương tiện
Việc tịch thu phương tiện được áp dụng đối với các hành vi vi phạm nghiêm trọng về điều kiện của phương tiện, cụ thể như sau:

- **Sử dụng giấy tờ giả hoặc không đúng quy định:** Điều khiển xe không có chứng nhận đăng ký xe hoặc sử dụng chứng nhận đăng ký xe không do cơ quan có thẩm quyền cấp, không đúng số khung, số máy của xe hoặc bị tẩy xóa mà không chứng minh được nguồn gốc xuất xứ của phương tiện (không có giấy tờ, chứng nhận nguồn gốc xe, chứng"
hierarchical,RQ-011,cross_reference,8.135807088001457,0.15384615384615385,0.131427750646366,0.0,0.0,0.0,1.0,1.0,1.0,True,"### Phạt đối với hành vi vi phạm tại điểm a khoản 4 Điều 13

Thông tin về mức phạt tiền cụ thể cho hành vi vi phạm tại điểm a khoản 4 Điều 13 không có trong tài liệu được cung cấp.

Tuy nhiên, tài liệu có quy định các hình thức xử phạt bổ sung và biện pháp khắc phục hậu quả liên quan đến hành vi này như sau:

- **Tạm giữ phương tiện:** Hành vi vi phạm tại điểm a khoản 4 Điều 13 thuộc trường hợp bị tạm giữ phương tiện [Điều 48, Khoản 1, Điểm e — NĐ 168/2024/NĐ-CP].
- **Trừ điểm giấy phép lái xe:*"
hierarchical,RQ-012,cross_reference,15.105422372000248,0.03333333333333333,0.029916625796959292,0.0,0.0,0.0,0.0,0.0,0.0,True,Thông tin này không có trong tài liệu được cung cấp.
hierarchical,RQ-013,cross_reference,7.973267665000094,0.13013698630136988,0.12681912681912683,0.0,0.0,0.0,1.0,1.0,1.0,False,"### Mức phạt đối với hành vi tại điểm h khoản 14 Điều 32

Hành vi quy định tại điểm h khoản 14 Điều 32 Nghị định 168/2024/NĐ-CP thuộc nhóm hành vi vi phạm của chủ phương tiện, cụ thể:

- **Mức phạt tiền:** Phạt tiền từ **20.000.000 đồng** đến **26.000.000 đồng** đối với cá nhân, từ **40.000.000 đồng** đến **52.000.000 đồng** đối với tổ chức [Điều 32, Khoản 13 — NĐ 168/2024/NĐ-CP].
- **Hình thức xử phạt bổ sung:**
    - Tước quyền sử dụng giấy chứng nhận kiểm định an toàn kỹ thuật và bảo vệ môi t"
