pipeline,id,f1,rouge_l,latency_s
gemini_only,RQ-001,0.44230769230769235,0.45492866407263294,1.8491027239942923
gemini_only,RQ-002,0.5655172413793104,0.5708937763219466,12.563227859005565
gemini_only,RQ-003,0.6250000000000001,0.4510563380281691,0.9072996219911147
gemini_only,RQ-004,0.3866666666666666,0.38598546988516524,1.165524320997065
gemini_only,RQ-005,0.6356589147286821,0.5082009893256964,1.251998065999942
gemini_only,RQ-006,0.4790419161676647,0.4776719576719577,1.6470150600071065
gemini_only,RQ-007,0.39301310043668125,0.3116219667943806,11.476789608001127
gemini_only,RQ-008,0.45312499999999994,0.42867182009838367,5.918767292008852
gemini_only,RQ-009,0.48979591836734687,0.31303455354088267,1.2716111540066777
gemini_only,RQ-010,0.2974683544303797,0.2066588785046729,7.486515721000615
gemini_only,RQ-011,0.18333333333333332,0.10571923743500866,0.9809179290023167
gemini_only,RQ-012,0.3690476190476191,0.3089259337412957,1.3967156120052096
gemini_only,RQ-013,0.0746268656716418,0.06513614522156967,1.7699081580067286
gemini_only,RQ-014,0.23841059602649006,0.24731695683281663,1.6314290200098185
gemini_only,RQ-015,0.49411764705882355,0.38379866299646087,1.240225636996911
gemini_only,RQ-016,0.4130434782608695,0.34312499999999996,10.804488982001203
gemini_only,RQ-017,0.26,0.2191526263627354,9.596387352998136
gemini_only,RQ-018,0.29545454545454547,0.21974994702267428,16.702227509988006
gemini_only,RQ-019,0.20610687022900762,0.15634344297308844,12.198249762004707
gemini_only,RQ-020,0.5757575757575758,0.3388888888888889,0.7893475360033335
gemini_only,RQ-021,0.27397260273972607,0.28598218471636194,0.865962441006559
gemini_only,RQ-022,0.4358974358974359,0.2455277280858676,0.8303189870057395
gemini_only,RQ-023,0.5,0.38364779874213834,0.8082424250023905
gemini_only,RQ-024,0.07387862796833773,0.055866490281876464,2.4950898660026724
gemini_only,RQ-025,0.39252336448598124,0.33208574345015307,12.262992235991987
gemini_only,RQ-026,0.3982683982683983,0.27817005001471024,8.651971861007041
gemini_only,RQ-027,0.3857142857142857,0.25674671948502104,1.1354938320000656
gemini_only,RQ-028,0.5176470588235295,0.4091605979302415,12.71040864000679
gemini_only,RQ-029,0.23357664233576642,0.13971975208838586,2.2658407209964935
gemini_only,RQ-030,0.1973684210526316,0.11218390804597701,1.5469497419981053
gemini_only,RQ-031,0.4607843137254902,0.35506402793946445,2.567657961990335
gemini_only,RQ-032,0.26740947075208915,0.2439761974441518,10.308824697000091
gemini_only,RQ-033,0.34449760765550236,0.24889831891627223,4.331786454000394
gemini_only,RQ-034,0.4097560975609756,0.20279255319148937,1.2667741129989736
gemini_only,RQ-035,0.2717391304347826,0.12292486325688513,2.2049614260031376
gemini_only,RQ-036,0.27329192546583847,0.16926360725720385,4.690764854007284
gemini_only,RQ-037,0.2756410256410256,0.1845903165735568,1.9646375169977546
gemini_only,RQ-038,0.4171779141104294,0.20375782881002089,1.1607875589979813
gemini_only,RQ-039,0.37209302325581395,0.28294679399727146,1.4881842119939392
gemini_only,RQ-040,0.417910447761194,0.2629310344827586,2.0734294799913187
vanilla_rag,RQ-001,0.4278074866310161,0.449311882147703,2.0696954060113057
vanilla_rag,RQ-002,0.49484536082474223,0.5213675213675214,2.0606536170089385
vanilla_rag,RQ-003,0.21787709497206706,0.25335463258785945,3.5914950909937033
vanilla_rag,RQ-004,0.5753424657534246,0.5855531557475401,2.4908083110058215
vanilla_rag,RQ-005,0.3561643835616438,0.30823648307225865,7.371557639999082
vanilla_rag,RQ-006,0.38749999999999996,0.29494505494505496,1.8519062379928073
vanilla_rag,RQ-007,0.0,0.0,2.8617358799965587
vanilla_rag,RQ-008,0.0,0.0,2.8910317179979756
vanilla_rag,RQ-009,0.0,0.0,2.8436456030030968
vanilla_rag,RQ-010,0.14222222222222222,0.10436270316509838,4.297122454998316
